file,path,gender_on_disk,in_resolver,resolver_genders,muscle,location,goal,gender
TeresMajor_LatPulldown_Gym_Build_Male_2.mp4,/videos/back-muscles/male/TeresMajor_LatPulldown_Gym_Build_Male_2.mp4,male,True,male,TeresMajor,gym,build,male
TeresMajor_SeatedCableRow_Gym_General_Female_1.mp4,/videos/back-muscles/female/TeresMajor_SeatedCableRow_Gym_General_Female_1.mp4,female,True,female,TeresMajor,gym,general,female
TeresMajor_SeatedCableRow_Gym_General_Female_2.mp4,/videos/back-muscles/female/TeresMajor_SeatedCableRow_Gym_General_Female_2.mp4,female,True,female,TeresMajor,gym,general,female
TeresMajor_SeatedCableRow_Gym_General_Male_1.mp4,/videos/back-muscles/male/TeresMajor_SeatedCableRow_Gym_General_Male_1.mp4,male,True,male,TeresMajor,gym,general,male
TeresMajor_SeatedCableRow_Gym_General_Male_2.mp4,/videos/back-muscles/male/TeresMajor_SeatedCableRow_Gym_General_Male_2.mp4,male,True,male,TeresMajor,gym,general,male
TeresMajor_SupermanHold_Home_General_Female_1.mp4,/videos/back-muscles/female/TeresMajor_SupermanHold_Home_General_Female_1.mp4,female,True,female,TeresMajor,home,general,female
TeresMajor_SupermanHold_Home_General_Female_2.mp4,/videos/back-muscles/female/TeresMajor_SupermanHold_Home_General_Female_2.mp4,female,True,female,TeresMajor,home,general,female
TeresMajor_SupermanHold_Home_General_Male_1.mp4,/videos/back-muscles/male/TeresMajor_SupermanHold_Home_General_Male_1.mp4,male,True,male,TeresMajor,home,general,male
TeresMajor_SupermanHold_Home_General_Male_2.mp4,/videos/back-muscles/male/TeresMajor_SupermanHold_Home_General_Male_2.mp4,male,True,male,TeresMajor,home,general,male
TeresMinor_BodyweightExternalRotation_Home_Build_Female_1.mp4,/videos/back-muscles/female/TeresMinor_BodyweightExternalRotation_Home_Build_Female_1.mp4,female,True,female,TeresMinor,home,build,female
TeresMinor_BodyweightExternalRotation_Home_Build_Female_2.mp4,/videos/back-muscles/female/TeresMinor_BodyweightExternalRotation_Home_Build_Female_2.mp4,female,True,female,TeresMinor,home,build,female
TeresMinor_BodyweightExternalRotation_Home_Build_Male_1.mp4,/videos/back-muscles/male/TeresMinor_BodyweightExternalRotation_Home_Build_Male_1.mp4,male,True,male,TeresMinor,home,build,male
TeresMinor_BodyweightExternalRotation_Home_Build_Male_2.mp4,/videos/back-muscles/male/TeresMinor_BodyweightExternalRotation_Home_Build_Male_2.mp4,male,True,male,TeresMinor,home,build,male
TeresMinor_CableExternalRotation_Gym_Build_Female_1.mp4,/videos/back-muscles/female/TeresMinor_CableExternalRotation_Gym_Build_Female_1.mp4,female,True,female,TeresMinor,gym,build,female
TeresMinor_CableExternalRotation_Gym_Build_Female_2.mp4,/videos/back-muscles/female/TeresMinor_CableExternalRotation_Gym_Build_Female_2.mp4,female,True,female,TeresMinor,gym,build,female
TeresMinor_CableExternalRotation_Gym_Build_Male_1.mp4,/videos/back-muscles/male/TeresMinor_CableExternalRotation_Gym_Build_Male_1.mp4,male,True,male,TeresMinor,gym,build,male
TeresMinor_CableExternalRotation_Gym_Build_Male_2.mp4,/videos/back-muscles/male/TeresMinor_CableExternalRotation_Gym_Build_Male_2.mp4,male,True,male,TeresMinor,gym,build,male
TeresMinor_FacePull_Gym_General_Female_1.mp4,/videos/back-muscles/female/TeresMinor_FacePull_Gym_General_Female_1.mp4,female,True,female,TeresMinor,gym,general,female
TeresMinor_FacePull_Gym_General_Female_2.mp4,/videos/back-muscles/female/TeresMinor_FacePull_Gym_General_Female_2.mp4,female,True,female,TeresMinor,gym,general,female
TeresMinor_FacePull_Gym_General_Male_1.mp4,/videos/back-muscles/male/TeresMinor_FacePull_Gym_General_Male_1.mp4,male,True,male,TeresMinor,gym,general,male
TeresMinor_FacePull_Gym_General_Male_2.mp4,/videos/back-muscles/male/TeresMinor_FacePull_Gym_General_Male_2.mp4,male,True,male,TeresMinor,gym,general,male
TeresMinor_SupermanHold_Home_General_Female_1.mp4,/videos/back-muscles/female/TeresMinor_SupermanHold_Home_General_Female_1.mp4,female,True,female,TeresMinor,home,general,female
TeresMinor_SupermanHold_Home_General_Female_2.mp4,/videos/back-muscles/female/TeresMinor_SupermanHold_Home_General_Female_2.mp4,female,True,female,TeresMinor,home,general,female
TeresMinor_SupermanHold_Home_General_Male_1.mp4,/videos/back-muscles/male/TeresMinor_SupermanHold_Home_General_Male_1.mp4,male,True,male,TeresMinor,home,general,male
TeresMinor_SupermanHold_Home_General_Male_2.mp4,/videos/back-muscles/male/TeresMinor_SupermanHold_Home_General_Male_2.mp4,male,True,male,TeresMinor,home,general,male
Trapezius_BarbellShrug_Gym_Build_Female_1.mp4,/videos/back-muscles/female/Trapezius_BarbellShrug_Gym_Build_Female_1.mp4,female,True,female,Trapezius,gym,build,female
Trapezius_BarbellShrug_Gym_Build_Female_2.mp4,/videos/back-muscles/female/Trapezius_BarbellShrug_Gym_Build_Female_2.mp4,female,True,female,Trapezius,gym,build,female
Trapezius_BarbellShrug_Gym_Build_Male_1.mp4,/videos/back-muscles/male/Trapezius_BarbellShrug_Gym_Build_Male_1.mp4,male,True,male,Trapezius,gym,build,male
Trapezius_BarbellShrug_Gym_Build_Male_2.mp4,/videos/back-muscles/male/Trapezius_BarbellShrug_Gym_Build_Male_2.mp4,male,True,male,Trapezius,gym,build,male
Trapezius_BodyweightShrug_Home_Build_Female_1.mp4,/videos/back-muscles/female/Trapezius_BodyweightShrug_Home_Build_Female_1.mp4,female,True,female,Trapezius,home,build,female
Trapezius_BodyweightShrug_Home_Build_Female_2.mp4,/videos/back-muscles/female/Trapezius_BodyweightShrug_Home_Build_Female_2.mp4,female,True,female,Trapezius,home,build,female
Trapezius_BodyweightShrug_Home_Build_Male_1.mp4,/videos/back-muscles/male/Trapezius_BodyweightShrug_Home_Build_Male_1.mp4,male,True,male,Trapezius,home,build,male
Trapezius_BodyweightShrug_Home_Build_Male_2.mp4,/videos/back-muscles/male/Trapezius_BodyweightShrug_Home_Build_Male_2.mp4,male,True,male,Trapezius,home,build,male
Trapezius_FacePull_Gym_General_Female_1.mp4,/videos/back-muscles/female/Trapezius_FacePull_Gym_General_Female_1.mp4,female,True,female,Trapezius,gym,general,female
Trapezius_FacePull_Gym_General_Female_2.mp4,/videos/back-muscles/female/Trapezius_FacePull_Gym_General_Female_2.mp4,female,True,female,Trapezius,gym,general,female
Trapezius_FacePull_Gym_General_Male_1.mp4,/videos/back-muscles/male/Trapezius_FacePull_Gym_General_Male_1.mp4,male,True,male,Trapezius,gym,general,male
Trapezius_FacePull_Gym_General_Male_2.mp4,/videos/back-muscles/male/Trapezius_FacePull_Gym_General_Male_2.mp4,male,True,male,Trapezius,gym,general,male
Trapezius_SupermanHold_Home_General_Female_1.mp4,/videos/back-muscles/female/Trapezius_SupermanHold_Home_General_Female_1.mp4,female,True,female,Trapezius,home,general,female
Trapezius_SupermanHold_Home_General_Female_2.mp4,/videos/back-muscles/female/Trapezius_SupermanHold_Home_General_Female_2.mp4,female,True,female,Trapezius,home,general,female
Trapezius_SupermanHold_Home_General_Male_1.mp4,/videos/back-muscles/male/Trapezius_SupermanHold_Home_General_Male_1.mp4,male,True,male,Trapezius,home,general,male
Trapezius_SupermanHold_Home_General_Male_2.mp4,/videos/back-muscles/male/Trapezius_SupermanHold_Home_General_Male_2.mp4,male,True,male,Trapezius,home,general,male
TricepsLateralHead_BodyweightTricepExtension_Home_Build_Female_1.mp4,/videos/back-muscles/female/TricepsLateralHead_BodyweightTricepExtension_Home_Build_Female_1.mp4,female,True,female,TricepsLateralHead,home,build,female
TricepsLateralHead_BodyweightTricepExtension_Home_Build_Female_2.mp4,/videos/back-muscles/female/TricepsLateralHead_BodyweightTricepExtension_Home_Build_Female_2.mp4,female,True,female,TricepsLateralHead,home,build,female
TricepsLateralHead_BodyweightTricepExtension_Home_Build_Male_1.mp4,/videos/back-muscles/male/TricepsLateralHead_BodyweightTricepExtension_Home_Build_Male_1.mp4,male,True,male,TricepsLateralHead,home,build,male
TricepsLateralHead_BodyweightTricepExtension_Home_Build_Male_2.mp4,/videos/back-muscles/male/TricepsLateralHead_BodyweightTricepExtension_Home_Build_Male_2.mp4,male,True,male,TricepsLateralHead,home,build,male
TricepsLateralHead_CloseGripBenchPress_Gym_General_Female_1.mp4,/videos/back-muscles/female/TricepsLateralHead_CloseGripBenchPress_Gym_General_Female_1.mp4,female,True,female,TricepsLateralHead,gym,general,female
TricepsLateralHead_CloseGripBenchPress_Gym_General_Female_2.mp4,/videos/back-muscles/female/TricepsLateralHead_CloseGripBenchPress_Gym_General_Female_2.mp4,female,True,female,TricepsLateralHead,gym,general,female
TricepsLateralHead_CloseGripBenchPress_Gym_General_Male_1.mp4,/videos/back-muscles/male/TricepsLateralHead_CloseGripBenchPress_Gym_General_Male_1.mp4,male,True,male,TricepsLateralHead,gym,general,male
TricepsLateralHead_CloseGripBenchPress_Gym_General_Male_2.mp4,/videos/back-muscles/male/TricepsLateralHead_CloseGripBenchPress_Gym_General_Male_2.mp4,male,True,male,TricepsLateralHead,gym,general,male
TricepsLateralHead_DiamondPushUp_Home_General_Female_1.mp4,/videos/back-muscles/female/TricepsLateralHead_DiamondPushUp_Home_General_Female_1.mp4,female,True,female,TricepsLateralHead,home,general,female
TricepsLateralHead_DiamondPushUp_Home_General_Female_2.mp4,/videos/back-muscles/female/TricepsLateralHead_DiamondPushUp_Home_General_Female_2.mp4,female,True,female,TricepsLateralHead,home,general,female
TricepsLateralHead_DiamondPushUp_Home_General_Male_1.mp4,/videos/back-muscles/male/TricepsLateralHead_DiamondPushUp_Home_General_Male_1.mp4,male,True,male,TricepsLateralHead,home,general,male
TricepsLateralHead_DiamondPushUp_Home_General_Male_2.mp4,/videos/back-muscles/male/TricepsLateralHead_DiamondPushUp_Home_General_Male_2.mp4,male,True,male,TricepsLateralHead,home,general,male
TricepsLateralHead_TricepPushdown_Gym_Build_Female_1.mp4,/videos/back-muscles/female/TricepsLateralHead_TricepPushdown_Gym_Build_Female_1.mp4,female,True,female,TricepsLateralHead,gym,build,female
TricepsLateralHead_TricepPushdown_Gym_Build_Female_2.mp4,/videos/back-muscles/female/TricepsLateralHead_TricepPushdown_Gym_Build_Female_2.mp4,female,True,female,TricepsLateralHead,gym,build,female
TricepsLateralHead_TricepPushdown_Gym_Build_Male_1.mp4,/videos/back-muscles/male/TricepsLateralHead_TricepPushdown_Gym_Build_Male_1.mp4,male,True,male,TricepsLateralHead,gym,build,male
TricepsLateralHead_TricepPushdown_Gym_Build_Male_2.mp4,/videos/back-muscles/male/TricepsLateralHead_TricepPushdown_Gym_Build_Male_2.mp4,male,True,male,TricepsLateralHead,gym,build,male
TricepsLongHead_BodyweightTricepExtension_Home_Build_Female_1.mp4,/videos/back-muscles/female/TricepsLongHead_BodyweightTricepExtension_Home_Build_Female_1.mp4,female,True,female,TricepsLongHead,home,build,female
TricepsLongHead_BodyweightTricepExtension_Home_Build_Female_2.mp4,/videos/back-muscles/female/TricepsLongHead_BodyweightTricepExtension_Home_Build_Female_2.mp4,female,True,female,TricepsLongHead,home,build,female
TricepsLongHead_BodyweightTricepExtension_Home_Build_Male_1.mp4,/videos/back-muscles/male/TricepsLongHead_BodyweightTricepExtension_Home_Build_Male_1.mp4,male,True,male,TricepsLongHead,home,build,male
TricepsLongHead_BodyweightTricepExtension_Home_Build_Male_2.mp4,/videos/back-muscles/male/TricepsLongHead_BodyweightTricepExtension_Home_Build_Male_2.mp4,male,True,male,TricepsLongHead,home,build,male
TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Female_1.mp4,/videos/back-muscles/female/TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Female_1.mp4,female,True,female,TricepsLongHead,gym,build,female
TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Female_2.mp4,/videos/back-muscles/female/TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Female_2.mp4,female,True,female,TricepsLongHead,gym,build,female
TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Male_1.mp4,/videos/back-muscles/male/TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Male_1.mp4,male,True,male,TricepsLongHead,gym,build,male
TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Male_2.mp4,/videos/back-muscles/male/TricepsLongHead_CableOverheadTricepExtension_Gym_Build_Male_2.mp4,male,True,male,TricepsLongHead,gym,build,male
TricepsLongHead_DiamondPushUp_Home_General_Female_1.mp4,/videos/back-muscles/female/TricepsLongHead_DiamondPushUp_Home_General_Female_1.mp4,female,True,female,TricepsLongHead,home,general,female
TricepsLongHead_DiamondPushUp_Home_General_Female_2.mp4,/videos/back-muscles/female/TricepsLongHead_DiamondPushUp_Home_General_Female_2.mp4,female,True,female,TricepsLongHead,home,general,female
TricepsLongHead_DiamondPushUp_Home_General_Male_1.mp4,/videos/back-muscles/male/TricepsLongHead_DiamondPushUp_Home_General_Male_1.mp4,male,True,male,TricepsLongHead,home,general,male
TricepsLongHead_DiamondPushUp_Home_General_Male_2.mp4,/videos/back-muscles/male/TricepsLongHead_DiamondPushUp_Home_General_Male_2.mp4,male,True,male,TricepsLongHead,home,general,male
TricepsLongHead_TricepPushdown_Gym_General_Female_1.mp4,/videos/back-muscles/female/TricepsLongHead_TricepPushdown_Gym_General_Female_1.mp4,female,True,female,TricepsLongHead,gym,general,female
TricepsLongHead_TricepPushdown_Gym_General_Female_2.mp4,/videos/back-muscles/female/TricepsLongHead_TricepPushdown_Gym_General_Female_2.mp4,female,True,female,TricepsLongHead,gym,general,female
TricepsLongHead_TricepPushdown_Gym_General_Male_1.mp4,/videos/back-muscles/male/TricepsLongHead_TricepPushdown_Gym_General_Male_1.mp4,male,True,male,TricepsLongHead,gym,general,male
TricepsLongHead_TricepPushdown_Gym_General_Male_2.mp4,/videos/back-muscles/male/TricepsLongHead_TricepPushdown_Gym_General_Male_2.mp4,male,True,male,TricepsLongHead,gym,general,male
TricepsMedialHead_BodyweightTricepExtension_Home_Build_Female_1.mp4,/videos/back-muscles/female/TricepsMedialHead_BodyweightTricepExtension_Home_Build_Female_1.mp4,female,True,female,TricepsMedialHead,home,build,female
TricepsMedialHead_BodyweightTricepExtension_Home_Build_Female_2.mp4,/videos/back-muscles/female/TricepsMedialHead_BodyweightTricepExtension_Home_Build_Female_2.mp4,female,True,female,TricepsMedialHead,home,build,female
TricepsMedialHead_BodyweightTricepExtension_Home_Build_Male_1.mp4,/videos/back-muscles/male/TricepsMedialHead_BodyweightTricepExtension_Home_Build_Male_1.mp4,male,True,male,TricepsMedialHead,home,build,male
TricepsMedialHead_BodyweightTricepExtension_Home_Build_Male_2.mp4,/videos/back-muscles/male/TricepsMedialHead_BodyweightTricepExtension_Home_Build_Male_2.mp4,male,True,male,TricepsMedialHead,home,build,male
TricepsMedialHead_CloseGripBenchPress_Gym_General_Female_1.mp4,/videos/back-muscles/female/TricepsMedialHead_CloseGripBenchPress_Gym_General_Female_1.mp4,female,True,female,TricepsMedialHead,gym,general,female
TricepsMedialHead_CloseGripBenchPress_Gym_General_Female_2.mp4,/videos/back-muscles/female/TricepsMedialHead_CloseGripBenchPress_Gym_General_Female_2.mp4,female,True,female,TricepsMedialHead,gym,general,female
TricepsMedialHead_CloseGripBenchPress_Gym_General_Male_1.mp4,/videos/back-muscles/male/TricepsMedialHead_CloseGripBenchPress_Gym_General_Male_1.mp4,male,True,male,TricepsMedialHead,gym,general,male
TricepsMedialHead_CloseGripBenchPress_Gym_General_Male_2.mp4,/videos/back-muscles/male/TricepsMedialHead_CloseGripBenchPress_Gym_General_Male_2.mp4,male,True,male,TricepsMedialHead,gym,general,male
TricepsMedialHead_DiamondPushUp_Home_General_Female_1.mp4,/videos/back-muscles/female/TricepsMedialHead_DiamondPushUp_Home_General_Female_1.mp4,female,True,female,TricepsMedialHead,home,general,female
TricepsMedialHead_DiamondPushUp_Home_General_Female_2.mp4,/videos/back-muscles/female/TricepsMedialHead_DiamondPushUp_Home_General_Female_2.mp4,female,True,female,TricepsMedialHead,home,general,female
TricepsMedialHead_DiamondPushUp_Home_General_Male_1.mp4,/videos/back-muscles/male/TricepsMedialHead_DiamondPushUp_Home_General_Male_1.mp4,male,True,male,TricepsMedialHead,home,general,male
TricepsMedialHead_DiamondPushUp_Home_General_Male_2.mp4,/videos/back-muscles/male/TricepsMedialHead_DiamondPushUp_Home_General_Male_2.mp4,male,True,male,TricepsMedialHead,home,general,male
TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Female_1.mp4,/videos/back-muscles/female/TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Female_1.mp4,female,True,female,TricepsMedialHead,gym,build,female
TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Female_2.mp4,/videos/back-muscles/female/TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Female_2.mp4,female,True,female,TricepsMedialHead,gym,build,female
TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Male_1.mp4,/videos/back-muscles/male/TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Male_1.mp4,male,True,male,TricepsMedialHead,gym,build,male
TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Male_2.mp4,/videos/back-muscles/male/TricepsMedialHead_ReverseGripTricepPushdown_Gym_Build_Male_2.mp4,male,True,male,TricepsMedialHead,gym,build,male
anterior-deltoid_advanced_female(1).mp4,/videos/back-muscles/female/anterior-deltoid_advanced_female(1).mp4,female,True,female,anterior-deltoid,unknown,build,female
anterior-deltoid_advanced_female(2).mp4,/videos/back-muscles/female/anterior-deltoid_advanced_female(2).mp4,female,True,female,anterior-deltoid,unknown,build,female
anterior-deltoid_advanced_male(1).mp4,/videos/back-muscles/male/anterior-deltoid_advanced_male(1).mp4,male,True,male,anterior-deltoid,unknown,build,male
anterior-deltoid_advanced_male(2).mp4,/videos/back-muscles/male/anterior-deltoid_advanced_male(2).mp4,male,True,male,anterior-deltoid,unknown,build,male
anterior-deltoid_basic_female(1).mp4,/videos/back-muscles/female/anterior-deltoid_basic_female(1).mp4,female,True,female,anterior-deltoid,unknown,build,female
anterior-deltoid_basic_female(2).mp4,/videos/back-muscles/female/anterior-deltoid_basic_female(2).mp4,female,True,female,anterior-deltoid,unknown,build,female
anterior-deltoid_basic_male(1).mp4,/videos/back-muscles/male/anterior-deltoid_basic_male(1).mp4,male,True,male,anterior-deltoid,unknown,build,male
anterior-deltoid_basic_male(2).mp4,/videos/back-muscles/male/anterior-deltoid_basic_male(2).mp4,male,True,male,anterior-deltoid,unknown,build,male
biceps-advanced-female(1).mp4,/videos/back-muscles/female/biceps-advanced-female(1).mp4,female,True,female,biceps,unknown,build,female
biceps-advanced-female(2).mp4,/videos/back-muscles/female/biceps-advanced-female(2).mp4,female,True,female,biceps,unknown,build,female
biceps-advanced-male(1).mp4,/videos/back-muscles/male/biceps-advanced-male(1).mp4,male,True,male,biceps,unknown,build,male
biceps-advanced-male(2).mp4,/videos/back-muscles/male/biceps-advanced-male(2).mp4,male,True,male,biceps,unknown,build,male
biceps-basic-female(1).mp4,/videos/back-muscles/female/biceps-basic-female(1).mp4,female,True,female,biceps,unknown,general,female
biceps-basic-female(2).mp4,/videos/back-muscles/female/biceps-basic-female(2).mp4,female,True,female,biceps,unknown,general,female
biceps-basic-male(1).mp4,/videos/back-muscles/male/biceps-basic-male(1).mp4,male,True,male,biceps,unknown,general,male
biceps-basic-male(2).mp4,/videos/back-muscles/male/biceps-basic-male(2).mp4,male,True,male,biceps,unknown,general,male
calves-advanced-female(1).mp4,/videos/back-muscles/female/calves-advanced-female(1).mp4,female,True,female,calves,unknown,build,female
calves-advanced-female(2).mp4,/videos/back-muscles/female/calves-advanced-female(2).mp4,female,True,female,calves,unknown,build,female
calves-advanced-male(1).mp4,/videos/back-muscles/male/calves-advanced-male(1).mp4,male,True,male,calves,unknown,build,male
calves-advanced-male(2).mp4,/videos/back-muscles/male/calves-advanced-male(2).mp4,male,True,male,calves,unknown,build,male
calves-basic-female(1).mp4,/videos/back-muscles/female/calves-basic-female(1).mp4,female,True,female,calves,unknown,general,female
calves-basic-female(2).mp4,/videos/back-muscles/female/calves-basic-female(2).mp4,female,True,female,calves,unknown,general,female
calves-basic-male(1).mp4,/videos/back-muscles/male/calves-basic-male(1).mp4,male,True,male,calves,unknown,general,male
calves-basic-male(2).mp4,/videos/back-muscles/male/calves-basic-male(2).mp4,male,True,male,calves,unknown,general,male
chest-advanced-female(1).mp4,/videos/back-muscles/female/chest-advanced-female(1).mp4,female,True,female,chest,unknown,build,female
chest-advanced-female(2).mp4,/videos/back-muscles/female/chest-advanced-female(2).mp4,female,True,female,chest,unknown,build,female
chest-advanced-male(1).mp4,/videos/back-muscles/male/chest-advanced-male(1).mp4,male,True,male,chest,unknown,build,male
chest-advanced-male(2).mp4,/videos/back-muscles/male/chest-advanced-male(2).mp4,male,True,male,chest,unknown,build,male
chest-basic-female(1).mp4,/videos/back-muscles/female/chest-basic-female(1).mp4,female,True,female,chest,unknown,general,female
chest-basic-female(2).mp4,/videos/back-muscles/female/chest-basic-female(2).mp4,female,True,female,chest,unknown,general,female
chest-basic-male(1).mp4,/videos/back-muscles/male/chest-basic-male(1).mp4,male,True,male,chest,unknown,general,male
chest-basic-male(2).mp4,/videos/back-muscles/male/chest-basic-male(2).mp4,male,True,male,chest,unknown,general,male
feet_advanced_female(1).mp4,/videos/back-muscles/female/feet_advanced_female(1).mp4,female,True,female,feet,unknown,build,female
feet_advanced_female(2).mp4,/videos/back-muscles/female/feet_advanced_female(2).mp4,female,True,female,feet,unknown,build,female
feet_advanced_male(1).mp4,/videos/back-muscles/male/feet_advanced_male(1).mp4,male,True,male,feet,unknown,build,male
feet_advanced_male(2).mp4,/videos/back-muscles/male/feet_advanced_male(2).mp4,male,True,male,feet,unknown,build,male
feet_basic_female(1).mp4,/videos/back-muscles/female/feet_basic_female(1).mp4,female,True,female,feet,unknown,build,female
feet_basic_female(2).mp4,/videos/back-muscles/female/feet_basic_female(2).mp4,female,True,female,feet,unknown,build,female
feet_basic_male(1).mp4,/videos/back-muscles/male/feet_basic_male(1).mp4,male,True,male,feet,unknown,build,male
feet_basic_male(2).mp4,/videos/back-muscles/male/feet_basic_male(2).mp4,male,True,male,feet,unknown,build,male
forearms-advanced-female(1).mp4,/videos/back-muscles/female/forearms-advanced-female(1).mp4,female,True,female,forearms,unknown,build,female
forearms-advanced-female(2).mp4,/videos/back-muscles/female/forearms-advanced-female(2).mp4,female,True,female,forearms,unknown,build,female
forearms-advanced-male(1).mp4,/videos/back-muscles/male/forearms-advanced-male(1).mp4,male,True,male,forearms,unknown,build,male
forearms-advanced-male(2).mp4,/videos/back-muscles/male/forearms-advanced-male(2).mp4,male,True,male,forearms,unknown,build,male
forearms-basic-female(1).mp4,/videos/back-muscles/female/forearms-basic-female(1).mp4,female,True,female,forearms,unknown,general,female
forearms-basic-female(2).mp4,/videos/back-muscles/female/forearms-basic-female(2).mp4,female,True,female,forearms,unknown,general,female
forearms-basic-male(1).mp4,/videos/back-muscles/male/forearms-basic-male(1).mp4,male,True,male,forearms,unknown,general,male
forearms-basic-male(2).mp4,/videos/back-muscles/male/forearms-basic-male(2).mp4,male,True,male,forearms,unknown,general,male
front-shoulders-advanced-female(1).mp4,/videos/back-muscles/female/front-shoulders-advanced-female(1).mp4,female,True,female,front-shoulders,unknown,build,female
front-shoulders-advanced-female(2).mp4,/videos/back-muscles/female/front-shoulders-advanced-female(2).mp4,female,True,female,front-shoulders,unknown,build,female
front-shoulders-advanced-male(1).mp4,/videos/back-muscles/male/front-shoulders-advanced-male(1).mp4,male,True,male,front-shoulders,unknown,build,male
front-shoulders-advanced-male(2).mp4,/videos/back-muscles/male/front-shoulders-advanced-male(2).mp4,male,True,male,front-shoulders,unknown,build,male
front-shoulders-basic-female(1).mp4,/videos/back-muscles/female/front-shoulders-basic-female(1).mp4,female,True,female,front-shoulders,unknown,general,female
front-shoulders-basic-female(2).mp4,/videos/back-muscles/female/front-shoulders-basic-female(2).mp4,female,True,female,front-shoulders,unknown,general,female
front-shoulders-basic-male(1).mp4,/videos/back-muscles/male/front-shoulders-basic-male(1).mp4,male,True,male,front-shoulders,unknown,general,male
front-shoulders-basic-male(2).mp4,/videos/back-muscles/male/front-shoulders-basic-male(2).mp4,male,True,male,front-shoulders,unknown,general,male
gastrocnemius_advanced_female(1).mp4,/videos/back-muscles/female/gastrocnemius_advanced_female(1).mp4,female,True,female,gastrocnemius,unknown,build,female
gastrocnemius_advanced_female(2).mp4,/videos/back-muscles/female/gastrocnemius_advanced_female(2).mp4,female,True,female,gastrocnemius,unknown,build,female
gastrocnemius_advanced_male(1).mp4,/videos/back-muscles/male/gastrocnemius_advanced_male(1).mp4,male,True,male,gastrocnemius,unknown,build,male
gastrocnemius_advanced_male(2).mp4,/videos/back-muscles/male/gastrocnemius_advanced_male(2).mp4,male,True,male,gastrocnemius,unknown,build,male
gastrocnemius_basic_female(1).mp4,/videos/back-muscles/female/gastrocnemius_basic_female(1).mp4,female,True,female,gastrocnemius,unknown,build,female
gastrocnemius_basic_female(2).mp4,/videos/back-muscles/female/gastrocnemius_basic_female(2).mp4,female,True,female,gastrocnemius,unknown,build,female
gastrocnemius_basic_male(1).mp4,/videos/back-muscles/male/gastrocnemius_basic_male(1).mp4,male,True,male,gastrocnemius,unknown,build,male
gastrocnemius_basic_male(2).mp4,/videos/back-muscles/male/gastrocnemius_basic_male(2).mp4,male,True,male,gastrocnemius,unknown,build,male
groin-advanced-female(1).mp4,/videos/back-muscles/female/groin-advanced-female(1).mp4,female,True,female,groin,unknown,build,female
groin-advanced-female(2).mp4,/videos/back-muscles/female/groin-advanced-female(2).mp4,female,True,female,groin,unknown,build,female
groin-advanced-male(1).mp4,/videos/back-muscles/male/groin-advanced-male(1).mp4,male,True,male,groin,unknown,build,male
groin-advanced-male(2).mp4,/videos/back-muscles/male/groin-advanced-male(2).mp4,male,True,male,groin,unknown,build,male
groin-basic-female(1).mp4,/videos/back-muscles/female/groin-basic-female(1).mp4,female,True,female,groin,unknown,general,female
groin-basic-female(2).mp4,/videos/back-muscles/female/groin-basic-female(2).mp4,female,True,female,groin,unknown,general,female
groin-basic-male(1).mp4,/videos/back-muscles/male/groin-basic-male(1).mp4,male,True,male,groin,unknown,general,male
groin-basic-male(2).mp4,/videos/back-muscles/male/groin-basic-male(2).mp4,male,True,male,groin,unknown,general,male
hands-advanced-female(1).mp4,/videos/back-muscles/female/hands-advanced-female(1).mp4,female,True,female,hands,unknown,build,female
hands-advanced-female(2).mp4,/videos/back-muscles/female/hands-advanced-female(2).mp4,female,True,female,hands,unknown,build,female
hands-advanced-male(1).mp4,/videos/back-muscles/male/hands-advanced-male(1).mp4,male,True,male,hands,unknown,build,male
hands-advanced-male(2).mp4,/videos/back-muscles/male/hands-advanced-male(2).mp4,male,True,male,hands,unknown,build,male
hands-basic-female(1).mp4,/videos/back-muscles/female/hands-basic-female(1).mp4,female,True,female,hands,unknown,general,female
hands-basic-female(2).mp4,/videos/back-muscles/female/hands-basic-female(2).mp4,female,True,female,hands,unknown,general,female
hands-basic-male(1).mp4,/videos/back-muscles/male/hands-basic-male(1).mp4,male,True,male,hands,unknown,general,male
hands-basic-male(2).mp4,/videos/back-muscles/male/hands-basic-male(2).mp4,male,True,male,hands,unknown,general,male
inner-thigh_advanced_female(1).mp4,/videos/back-muscles/female/inner-thigh_advanced_female(1).mp4,female,True,female,inner-thigh,unknown,build,female
inner-thigh_advanced_female(2).mp4,/videos/back-muscles/female/inner-thigh_advanced_female(2).mp4,female,True,female,inner-thigh,unknown,build,female
